二级类目,三级类目,最小类,排名,名称,价格,上架日期,链接
艺术与工艺用品,粘合剂,艺术粘贴,11,"Pebeo 521900 500 ml Heavy Modeling Paste, White",AED 113.70,https://www.amazon.ae/Pebeo-521900-Heavy-Modeling-Paste/dp/B005IW0GRC/ref=zg_bs_g_15194022031_d_sccl_11/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,12,CFS Products HAR Red Notepad Precision Padding Compound 2oz Bottle,AED 57.00,https://www.amazon.ae/CFS-Products-Notepad-Precision-Compound/dp/B08XLF1ZJT/ref=zg_bs_g_15194022031_d_sccl_12/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,13,PENTART GLASS ETCHING PASTE 50ML,AED 40.00,https://www.amazon.ae/PENTART-GLASS-ETCHING-PASTE-50ML/dp/B07CR4FQ3K/ref=zg_bs_g_15194022031_d_sccl_13/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,14,Evgenia ERMILOVA KARKADE,,https://www.amazon.ae/Evgenia-Ermilova-ERMILOVA-KARKADE/dp/B0DH4YR7PV/ref=zg_bs_g_15194022031_d_sccl_14/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,15,LITTLE BIRDIE-Grainy Texture Paste -200gm,AED 45.00,https://www.amazon.ae/LITTLE-BIRDIE-Grainy-Texture-Paste-200gm/dp/B07GCPFCXF/ref=zg_bs_g_15194022031_d_sccl_15/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,16,Little Birdie- Sculpture Paste 400gm- Snow Spread,AED 73.00,https://www.amazon.ae/Little-Birdie-Sculpture-400gm-Spread/dp/B07N3ZFZFR/ref=zg_bs_g_15194022031_d_sccl_16/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,17,"KASTWAVE Bees Decorations, Tiny Resin Bees Decor, Bumblebee Decorations, Craft Embellishment with Storage Box for DIY Craft Party Home Decor (0.51 Inch) 45 Pieces",,https://www.amazon.ae/KASTWAVE-Decorations-Bumblebee-Embellishment-Storage/dp/B096ZXZGYZ/ref=zg_bs_g_15194022031_d_sccl_17/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,18,"Viva Decor Fine Structure Paste (1200 g, White) Matte, Very Fine-Grained Paste Water-Based for Relief to Plastic Surface Structuring - for Creatives and Artists - Made in Germany",AED 184.31,https://www.amazon.ae/Viva-Decor-Fine-Grained-Water-Based-Structuring/dp/B09XQXQ853/ref=zg_bs_g_15194022031_d_sccl_18/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,19,Ranger Texture Paste Opaque Crackle 3.9oz,AED 42.06,https://www.amazon.ae/Ranger-Texture-Paste-Opaque-Crackle/dp/B06VXZ52RG/ref=zg_bs_g_15194022031_d_sccl_19/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,20,Pentart STRUCTURE PASTE 100ML,,https://www.amazon.ae/Pentart-STRUCTURE-PASTE-100ML/dp/B06X6MB5XP/ref=zg_bs_g_15194022031_d_sccl_20/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,21,LITTLE BIRDIE-Mixed Media Paste 2 in 1 -White 400gm,AED 47.00,https://www.amazon.ae/LITTLE-BIRDIE-Mixed-Media-Paste-White/dp/B07F7CF8LB/ref=zg_bs_g_15194022031_d_sccl_21/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,22,"Ranger 320617 Texture Paste 4oz, Transparent Matte",,https://www.amazon.ae/Ranger-320617-Texture-Paste-Transparent/dp/B00SZF0E80/ref=zg_bs_g_15194022031_d_sccl_22/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,23,PRIMA MARKETING INC Patina Effect Paste,AED 127.00,https://www.amazon.ae/PRIMA-MARKETING-INC-Patina-Effect/dp/B06X8YQQZD/ref=zg_bs_g_15194022031_d_sccl_23/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,24,Golden CRACKLE PASTE ACR MED 8oz,AED 79.00,https://www.amazon.ae/Golden-CRACKLE-PASTE-ACR-MED/dp/B002646MT6/ref=zg_bs_g_15194022031_d_sccl_24/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,25,"Cosmic Shimmer Airless Mister Flirty Pink, 50 ml",,https://www.amazon.ae/Cosmic-Shimmer-Airless-Mister-Flirty/dp/B0864NY2Q9/ref=zg_bs_g_15194022031_d_sccl_25/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,26,"Cosmic Shimmer Airless Mister Bermuda Bay, 50 ml",AED 49.93,https://www.amazon.ae/Cosmic-Shimmer-Airless-Mister-Bermuda/dp/B0864N9GJP/ref=zg_bs_g_15194022031_d_sccl_26/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,27,Ranger Tim Holtz Distress Texture Paste 3oz-Sparkle,AED 52.83,https://www.amazon.ae/Ranger-Holtz-Distress-Texture-3oz-Sparkle/dp/B0CJ3293S8/ref=zg_bs_g_15194022031_d_sccl_27/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,28,Itsy Bitsy Little Birdie - Sculpture Paste (160g) Aqua Spritz,AED 76.00,https://www.amazon.ae/Itsy-Bitsy-Little-Birdie-Sculpture/dp/B082L3YF2B/ref=zg_bs_g_15194022031_d_sccl_28/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,29,"Craftolive White Ceramic Cones (Liquid Paste) for Arts & Crafts, Lippan Art and Decorative Purposes, Pack of 12 Cones",AED 104.00,https://www.amazon.ae/Craftolive-Ceramic-Liquid-Decorative-Purposes/dp/B08PFWS22V/ref=zg_bs_g_15194022031_d_sccl_29/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,30,Golden MOLDING PASTE 8OZ,AED 94.18,https://www.amazon.ae/Golden-0003570-5-MOLDING-PASTE-8OZ/dp/B0007W5RB8/ref=zg_bs_g_15194022031_d_sccl_30/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,51,PEBEO 丙烯酸 59ML 光泽清漆，3.3 x 3.3 x 10 厘米,29.45 迪拉姆,https://www.amazon.ae/PEBEO-ACRYLIC-59ML-GLOSS-VARNISH/dp/B0797CB2N3/ref=zg_bs_g_15194022031_d_sccl_1/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,52,Pentacolor 仿古银膏 20ml,,https://www.amazon.ae/Pentacolor-Antique-paste-silver-20ml/dp/B07115JHTB/ref=zg_bs_g_15194022031_d_sccl_2/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,53,Photo-x EEG 导电膏（230 克）（1 件）,35.00 迪拉姆,https://www.amazon.ae/Photo-x-EEG-CONDUCTIVE-PASTE-Gms/dp/B09X74NC8N/ref=zg_bs_g_15194022031_d_sccl_3/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,54,Prima Marketing Inc. 重新设计粉笔膏，蔓越莓味,67.34 迪拉姆,https://www.amazon.ae/Prima-Marketing-REDESIGN-CHALK-CRANBERRY/dp/B07HZ1N1VG/ref=zg_bs_g_15194022031_d_sccl_4/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,55,Cosmic Shimmer Phill Martin - 闪光质地膏 - 别致的茄子色,,https://www.amazon.ae/Cosmic-Shimmer-Phill-Martin-Aubergine/dp/B01LZKAG8Z/ref=zg_bs_g_15194022031_d_sccl_5/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,56,Odif/JTT Odif Grippy 防滑涂层 150ml-,64.00 迪拉姆,https://www.amazon.ae/Odif-Grippy-Non-Slip-Coating-150ml/dp/B07PNRR717/ref=zg_bs_g_15194022031_d_sccl_6/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,57,纤维膏 8 盎司罐装,75.00 迪拉姆,https://www.amazon.ae/Golden-Artist-Colors-0003240-5-FIBER/dp/B00263ZG62/ref=zg_bs_g_15194022031_d_sccl_7/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,58,STAMPERIA INTER，KFT 裂纹膏 TRANSPARNT，透明,55.00 迪拉姆,https://www.amazon.ae/STAMPERIA-INTER-Crackle-TRANSPARNT-Transparent/dp/B07S185T26/ref=zg_bs_g_15194022031_d_sccl_8/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,59,银河薄片朱诺玫瑰,,https://www.amazon.ae/Pentart-Galaxy-Flakes-Juno-Rose/dp/B09NDJRWF4/ref=zg_bs_g_15194022031_d_sccl_9/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,60,Pentart Galaxy Flakes 金星洋红色,,https://www.amazon.ae/Pentart-Galaxy-Flakes-Venus-Magenta/dp/B09NDJBCZ6/ref=zg_bs_g_15194022031_d_sccl_10/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,61,Tim Holtz Ranger Distress Texture Paste-黑色不透明，3 液量盎司罐装,,https://www.amazon.ae/Tim-Holtz-Distress-Texture-Paste-Black/dp/B0CF23N9HD/ref=zg_bs_g_15194022031_d_sccl_11/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,62,Pentart 古董膏 20 毫升，金色，一个,21.00 迪拉姆,https://www.amazon.ae/Pentart-Antique-Paste-Gold-ONE/dp/B01M9IBLKY/ref=zg_bs_g_15194022031_d_sccl_12/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,63,浮雕膏/白色 160 CC,,https://www.amazon.ae/RELIEF-PASTE-WHITE-160-CC/dp/B08FM543N9/ref=zg_bs_g_15194022031_d_sccl_13/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,64,Craftolive 金色陶瓷锥体（液体糊状物）适用于艺术、工艺品和装饰用途，8 个装,104.00 迪拉姆,https://www.amazon.ae/Craftolive-Golden-Ceramic-Decorative-Purposes/dp/B09PTVYT6J/ref=zg_bs_g_15194022031_d_sccl_14/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,65,Tim Holtz Distress Grit Pastes - Snowfall 和 Crypt - 2 款季节性限量版商品,,https://www.amazon.ae/Tim-Holtz-Distress-Grit-Pastes/dp/B0BGQQMNJG/ref=zg_bs_g_15194022031_d_sccl_15/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,66,金色艺术家色彩纤维膏 32 盎司,208.07 迪拉姆,https://www.amazon.ae/Golden-Artist-Colors-FIBER-PASTE/dp/B0027A3HPQ/ref=zg_bs_g_15194022031_d_sccl_16/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,67,最优惠价格方形豪华材料纸巾膏，50 毫升,62.12 迪拉姆,https://www.amazon.ae/Best-Price-Square-DELUXE-MATERIALS/dp/B004JRPUAK/ref=zg_bs_g_15194022031_d_sccl_17/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,68,Tim Holtz 仿古介质 - 纹理膏、裂纹膏和纹理工具 - 5 件,,https://www.amazon.ae/Tim-Holtz-Distress-Mediums-Texture/dp/B0B57VMXPL/ref=zg_bs_g_15194022031_d_sccl_18/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,69,Pentart 草效果膏,,https://www.amazon.ae/Pentart-Grass-Effect-Paste/dp/B09NC1MY3Y/ref=zg_bs_g_15194022031_d_sccl_19/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,70,Pentart 光感造型膏 30ml,,https://www.amazon.ae/Pentart-Light-Modeling-Paste-30ml/dp/B08MCFGQC7/ref=zg_bs_g_15194022031_d_sccl_20/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,71,Prima Marketing 凤凰艺术效果膏,,https://www.amazon.ae/Prima-Marketing-Phoenix-Effect-Paste/dp/B08R8V1X85/ref=zg_bs_g_15194022031_d_sccl_21/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,72,Simon Hurley 创作。Lunar Paste 2oz-Bee Sting -HUA-77299,,https://www.amazon.ae/Simon-Hurley-create-2oz-Bee-HUA-77299/dp/B096F98JP7/ref=zg_bs_g_15194022031_d_sccl_22/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,73,蜡膏金属色 20 毫升 - 火金色,,https://www.amazon.ae/Wax-paste-metallic-20-fire/dp/B09YM1KMLJ/ref=zg_bs_g_15194022031_d_sccl_23/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,艺术粘贴,74,Pentart 蜡膏金属色 20 毫升 - 绿松石色,,https://www.amazon.ae/Pentart-Wax-paste-metallic-colored/dp/B09JWVD4JM/ref=zg_bs_g_15194022031_d_sccl_24/258-4809092-9111409?psc=1
艺术与工艺用品,粘合剂,除胶剂,1,Goof Off FG678，专业强度罐装，4 盎司强力胶水去除剂，黄色,67.98 迪拉姆,https://www.amazon.ae/Goof-Off-FG678-Strength-remover/dp/B07NP8NZ5F/ref=zg_bs_g_85404380031_d_sccl_1/262-2477526-6941035?psc=1
艺术与工艺用品,粘合剂,除胶剂,2,霓虹灯。环氧树脂 2:1 比例 16.90 液量盎司 500 毫升树脂 - 8.45 液量盎司 250 毫升硬化剂高光泽、无气泡水晶透明、非黄色、环氧树脂用于河流桌、木胶、DIY 艺术和工艺品套件,69.00 迪拉姆,https://www.amazon.ae/neon-Epoxy-Resin-16-90floz-Yellowish/dp/B0CMG4M2WN/ref=zg_bs_g_85404380031_d_sccl_2/262-2477526-6941035?psc=1
艺术与工艺用品,粘合剂,除胶剂,3,CTFRQC 2 件装胶水和残留橡皮擦橡胶水泥清洁剂，用于去除纸张塑料等上的粘合剂和残留物,,https://www.amazon.ae/Residue-Cleaner-Removing-Adhesive-Residues/dp/B0D3Q3LF6C/ref=zg_bs_g_85404380031_d_sccl_3/262-2477526-6941035?psc=1
艺术与工艺用品,粘合剂,热熔胶棒
艺术与工艺用品,粘合剂,安装粘合系统
艺术与工艺用品,粘合剂,胶粘剂喷雾,1,GORILLA SPRAY ADHESIVE 11OZ,AED 48.55,https://www.amazon.ae/Gorilla-6314407-GORILLA-SPRAY-ADHESIVE/dp/B0752XM8VP/ref=zg_bs_g_15194019031_d_sccl_1/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,2,Camel Kokuyo Artists Fixative Spray - 200ml,AED 36.00,https://www.amazon.ae/Camel-Kokuyo-Artists-Fixative-Spray/dp/B00LY1FE1O/ref=zg_bs_g_15194019031_d_sccl_2/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,3,"Scotch Photo Mount Spray Adhesive 10.3oz (305gr.) Transparent color, 1 bottle/pack | Ideal for mounting photographs, Prints and Pictures | Glue | Super Glue | Scotch adhesive",AED 43.50,https://www.amazon.ae/Scotch-Adhesive-Transparent-mounting-photographs/dp/B0009GXMJG/ref=zg_bs_g_15194019031_d_sccl_3/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,4,"Scotch Spray Mount Adhesive 10.3oz (305gr.) Transparent color, 1 bottle/pack | Permanent Spray Adhesive | Ideal for mock-ups, Presentations, Display Boards | Artist's Adhesive | Glue | Super Glue",AED 46.50,https://www.amazon.ae/Scotch-Adhesive-Transparent-Permanent-Presentations/dp/B07P7M5NLK/ref=zg_bs_g_15194019031_d_sccl_4/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,5,Aleene's Stiffen Quick Fabric Spray 8oz,AED 49.00,https://www.amazon.ae/Aleenes-Stiffen-Quick-Fabric-Spray/dp/B001145342/ref=zg_bs_g_15194019031_d_sccl_5/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,6,Scotch 3M 290G 6065 Spray Mount Repositionable Adhesive,AED 45.99,https://www.amazon.ae/Scotch-Spray-Mount-Repositionable-Adhesive/dp/B07NQLRJW8/ref=zg_bs_g_15194019031_d_sccl_6/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,7,Elmer's E451 Multi-Purpose Spray Adhesive (11oz),AED 55.78,https://www.amazon.ae/Elmers-E451-Multi-Purpose-Spray-Adhesive/dp/B0032JUJJ8/ref=zg_bs_g_15194019031_d_sccl_7/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,8,"Aleene's 26413 Spray Matte Finish 6oz Acrylic Sealer, Original Version",AED 48.00,https://www.amazon.ae/Aleenes-26413-Acrylic-Original-Version/dp/B003W0BZHC/ref=zg_bs_g_15194019031_d_sccl_8/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,9,3M Super 77 Multipurpose Spray Adhesive…,AED 49.00,https://www.amazon.ae/3M-Super-Multipurpose-Spray-Adhesive/dp/B009A5AFHE/ref=zg_bs_g_15194019031_d_sccl_9/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,10,"3M Scotch 6065 Spray Mount Artist'S Adhesive, 10.25 Oz, Repositionable Aerosol",AED 55.00,https://www.amazon.ae/3M-ArtistS-Adhesive-Repositionable-Aerosol/dp/B00006IFBF/ref=zg_bs_g_15194019031_d_sccl_10/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,11,Coloplast 62120105 - Brava Adhesive Remover Spray 1.7 oz. Bottle,1 offer from AED 275.00,https://www.amazon.ae/Coloplast-62120105-Adhesive-Remover-Bottle/dp/B00Q0RX1XA/ref=zg_bs_g_15194019031_d_sccl_11/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,12,Unisex String Spray For All Occasions,AED 24.00,https://www.amazon.ae/Unisex-String-Spray-All-Occasions/dp/B07MWJQ9SH/ref=zg_bs_g_15194019031_d_sccl_12/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,13,"3M Super 77 Multipurpose Permanent Spray Adhesive Glue, Paper, Cardboard, Fabric, Plastic, Metal, Wood, Net Wt 16.75 oz, Black, 77-24, 16.5 oz Can",AED 150.00,https://www.amazon.ae/3M-Multipurpose-Permanent-Cardboard-77-24/dp/B0000AZ735/ref=zg_bs_g_15194019031_d_sccl_13/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,14,Scotch Super77 Multipurpose Adhesive Spray 13.57 Oz,AED 47.00,https://www.amazon.ae/Scotch-Super77-Multipurpose-Adhesive-Spray/dp/B07N6MZJMP/ref=zg_bs_g_15194019031_d_sccl_14/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,15,"3M Super 77 Multi-Purpose Spray Adhesive – Quick-drying permanent spray glue for paper, fabric, plastic, metal, wood and more - 1 x 500 ml clear adhesive 500ml/349g",AED 105.00,https://www.amazon.ae/3M-Super-Multi-Purpose-Spray-Adhesive/dp/B002BB9A4S/ref=zg_bs_g_15194019031_d_sccl_15/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,16,Donjer Suede-Tex Flocking Fiber - Black - 1 LB BAG,,https://www.amazon.ae/Donjer-Suede-Tex-Flocking-Fiber-Black/dp/B00A2W53R6/ref=zg_bs_g_15194019031_d_sccl_16/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,17,"Loctite 2235316 General Performance 100 Spray Adhesive, Single, Tr 13.5 Oz Translucent",AED 131.00,https://www.amazon.ae/Loctite-2235316-Performance-Adhesive-Translucent/dp/B079D3XGKX/ref=zg_bs_g_15194019031_d_sccl_17/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,18,"Imagine Crafts Sheer Shimmer Spritz Spray, Copper",AED 37.96,https://www.amazon.ae/Imagine-Crafts-Shimmer-Spritz-Copper/dp/B00Z3E4RUW/ref=zg_bs_g_15194019031_d_sccl_18/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,19,"Scotch 6065 Spray Mount Adhesive, Repositionable,10.25 oz.",AED 65.66,https://www.amazon.ae/Scotch-6065-Spray-Adhesive-Repositionable/dp/B00YR9E3VC/ref=zg_bs_g_15194019031_d_sccl_19/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,20,iCraft Removable Pixie Spray For Stencils 110ml,AED 111.50,https://www.amazon.ae/iCraft-Removable-Pixie-Spray-Stencils/dp/B07PB7FZK1/ref=zg_bs_g_15194019031_d_sccl_20/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,21,Odif 505 Spray&Fix Adh Temp Repo Fabric 6.22oz,AED 98.50,https://www.amazon.ae/Odif-Spray-Temp-Fabric-6-22oz/dp/B07D1VJNRN/ref=zg_bs_g_15194019031_d_sccl_21/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,22,WWS War World Scenics Static Grass Layering Spray 500ml for Model Railway Dioramas & game Terrain,AED 76.86,https://www.amazon.ae/War-World-Scenics-Layering-Dioramas/dp/B01MZE9YZQ/ref=zg_bs_g_15194019031_d_sccl_22/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,23,"2PCS Sublimation Spray, Quick Dry & Super Adhesion, Sublimation Coating Spray for All Fabric, Including 100% Cotton, Polyester, Carton, Tote Bag, Pillows, Mugs, Canvas, High Gloss Vibrant Color",,https://www.amazon.ae/Sublimation-Adhesion-Coating-Including-Polyester/dp/B0C4NLZ1N3/ref=zg_bs_g_15194019031_d_sccl_23/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,24,Environmental Technology Conditioner Castin'Craft Mold Release and Conditioner Spray 4 Oz-,,https://www.amazon.ae/Environmental-Technology-Conditioner-CastinCraft-Release/dp/B000XAWQJU/ref=zg_bs_g_15194019031_d_sccl_24/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,25,"YOMNA (Pack of 2) Kids Party Spray Colored String Spray for Party Celebrations and Decorations, Crazy Ribbon Spray(Blue/Red)",,https://www.amazon.ae/YOMNA-Colored-String-Celebrations-Decorations/dp/B0BR8F3RQ3/ref=zg_bs_g_15194019031_d_sccl_25/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,26,Odif 505 500 ml 1-Piece Temporary Metal Spray Can,AED 103.50,https://www.amazon.ae/Odif-1-Piece-Temporary-Metal-Spray/dp/B0063FZV9Q/ref=zg_bs_g_15194019031_d_sccl_26/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,27,Fis White Glue 1000ml - Fsgl-w1000ml,AED 18.25,https://www.amazon.ae/Fis-White-Glue-1000ml-Fsgl-w1000ml/dp/B07MGCGPY6/ref=zg_bs_g_15194019031_d_sccl_27/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,28,Kuelox fixative spray,AED 28.00,https://www.amazon.ae/Generic-Kuelox-fixative-spray/dp/B0BMXS18YQ/ref=zg_bs_g_15194019031_d_sccl_28/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,29,"Mod Podge Spray on Glue & Sealer,Gloss,8 ounce,CS44653",AED 100.00,https://www.amazon.ae/Mod-Podge-Spray-Sealer-CS44653/dp/B07MCVYXC1/ref=zg_bs_g_15194019031_d_sccl_29/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,30,13.5 oz Loctite 2235317 Loctite High Performance Spray Adhesive,1 offer from AED 83.72,https://www.amazon.ae/Loctite-2235317-Performance-Spray-Adhesive/dp/B0732SQRC7/ref=zg_bs_g_15194019031_d_sccl_30/257-4806890-7499616?psc=1
艺术与工艺用品,粘合剂,胶粘剂喷雾,31,"Scotch Super 77 Multipurpose Adhesive Spray, Bonds to Fabric, Cardboard, Plastic, Metal, Wood, Felt, and More, 10.7 Ounces (7716)",,https://www.amazon.ae/Scotch-Multipurpose-Adhesive-Cardboard-Plastic/dp/B00114RCP0/ref=zg_bs_g_15194019031_d_sccl_31/257-4806890-7499616?psc=1
